Update,Date,Ticker,Likes,Trader,Seguidores,Profile_Url,Recommendation,Title,Content,Sentiment
,2023-06-18 18:02:20,WDO1!,6,MacD_Bollinger,646,/u/MacD_Bollinger/,,"4750, é isso mesmo?","-O dólar perdeu sua força. Estava na hora. Temos muitos gringos que precisam voltar a bolsa brasileira nos próximos meses, visto que temos uma enorme quantidade de empresas a “valuation” completamente defasados. 
br.tradingview.com/chart/WDO1!/3QgsN6nr 

-No gráfico semanal é nítido vermos a formação de uma acumulação. Ah, o SETUP apresentou um pivô de baixa nesse “time frame” que também sugere a região de 4750 como parada das quedas no momento. Qual dos dois cenários estará certo ao final? Ou será que o dólar está tão barato que teremos compradores de olho nessa pechincha? 






-No gráfico diário os preços estão tentando escapar da zona indicada em análise anterior (4750), tentando formar um “possível ponto de pivô” com os preços permanecendo acima de 4858, porém os ursos já trataram de empurrar os preços para abaixo da zona de suporte desse possível pivô, corroborando com a tese de termos a busca dos 4750 logo mais. 






-O gráfico de hora está sugerindo que teremos um teste na região de fundo formado em 4815, para então, os preços tomarem a decisão para qual lado devem seguir! 






-Façam vossas análises e bons negócios. 
-Seja Consciente, Se Comprar, Use Top! 
-Veja abaixo outras análises gráficas! nan",
,2023-06-18 17:43:15,USDJPY,3,GabrielLoboBR,169,/u/GabrielLoboBR/,,USDJPY - SWING WEEK,"Português/ Inglês 

Essa á uma analise preditiva, ou seja é o ato de predizer, de dizer por antecipação, com antecedência. São zonas onde há uma probabilidade de compra / venda para a semana mas ao chegar nessas zonas é necessário obter confirmação para entrada, não entramos apenas no toque. 

Com o desenvolvimento do preço durante a semana e sua volatilidade é possível que apareça novas estruturas, surgindo novas zonas e até mesmo quebrando estruturas que mantém a tendência atual, é necessário atualização diária. 

A força de cada região para montar a posição de compra ou venda está representada: 
- Zona BOS = Zona extremamente forte, responsável por manter a direção atual 
- Zona com cor preenchida = Excelente zona 
- Zona em cinza = Zona fraca, precisamos ter atenção 
*Atenção para zonas já testadas 

Operações a favor da direção atual são as de maior probabilidade. 


ATENÇÃO: NÃO É RECOMENDAÇÃO DE COMPRA E VENDA 
____________________________________________________________ 

This is a predictive analysis, that is, it is the act of predicting, of saying in advance, with anticipation. These are zones where there is a probability of buying / selling for a week, but when arriving in these zones it is necessary to obtain confirmation for entry, we do not enter just by tapping. 

With the development of the price during the week and its volatility, it is possible that aspiring new structures, emerging new zones and even breaking structures that maintain the current trend, it is necessary to update daily. 

The strength of each region to build a buy or sell position is represented: 
- BOS zone = Extremely strong zone, responsible for maintaining the current direction 
- Zone with internal color = Excellent zone 
- Zone in gray = Weak zone, we need to be careful 
*Attention to areas already witnessed 

Trades in favor of the current direction are the most likely. 

ATTENTION: THIS IS NOT A BUY AND SELL RECOMMENDATION nan",
,2023-06-18 17:28:05,IBOV,9,MacD_Bollinger,646,/u/MacD_Bollinger/,,De volta aos 131K!!!? Pode ser logo ali!,"-Tivemos as coisas melhorando muito para o índice brasileiro. Foi um belo paradoxo! 




 
-Diversas empresas do cenário doméstico foram “resgatadas” pelos institucionais com o aceno do banco central brasileiro em estancar a sangria do juros SELIC. 




 
-Em minha opinião veremos a partir de agosto o BC começando a fazer cortes graduais na taxa SELIC, indo na contramão dos países de primeira linha, o que fortalece as empresas que dependem de alavancagem financeira, principalmente, as do mercado doméstico. 




 
-O pivô de alta que foi desenhado em 05/05/2023 atingiu seu clímax maior em 1.618 de FIBO, demonstrando ao mundo que o nosso índice estava, e, continua extremante descontado. 






-Agora eu começo a acreditar que realmente seja justo vermos nosso índice ao final do ano buscando o mais alto topo já formando, a região de 131K, visto que temos muitas pechinchas no mercado e, ainda, temos a volta dos gringos a nossa bolsa, o que poderá dar ao Brasil o título de “bola da vez” no grande tabuleiro global, porém, “eu gostaria de ver o Brasil não perdendo mais essa chance, ao querer perder mais essa grande oportunidade”! 

-Vale a pena ler! 




 
-Façam vossas análises e bons negócios. 
-Seja Consciente, Se Comprar, Use Top! 
-Veja abaixo outras análises gráficas! nan",
,2023-06-18 17:22:49,EURJPY,3,GabrielLoboBR,169,/u/GabrielLoboBR/,,EURJPY - SWING WEEK,"Português/ Inglês 

Essa á uma analise preditiva, ou seja é o ato de predizer, de dizer por antecipação, com antecedência. São zonas onde há uma probabilidade de compra / venda para a semana mas ao chegar nessas zonas é necessário obter confirmação para entrada, não entramos apenas no toque. 

Com o desenvolvimento do preço durante a semana e sua volatilidade é possível que apareça novas estruturas, surgindo novas zonas e até mesmo quebrando estruturas que mantém a tendência atual, é necessário atualização diária. 

A força de cada região para montar a posição de compra ou venda está representada: 
- Zona BOS = Zona extremamente forte, responsável por manter a direção atual 
- Zona com cor preenchida = Excelente zona 
- Zona em cinza = Zona fraca, precisamos ter atenção 
*Atenção para zonas já testadas 

Operações a favor da direção atual são as de maior probabilidade. 


ATENÇÃO: NÃO É RECOMENDAÇÃO DE COMPRA E VENDA 
____________________________________________________________ 

This is a predictive analysis, that is, it is the act of predicting, of saying in advance, with anticipation. These are zones where there is a probability of buying / selling for a week, but when arriving in these zones it is necessary to obtain confirmation for entry, we do not enter just by tapping. 

With the development of the price during the week and its volatility, it is possible that aspiring new structures, emerging new zones and even breaking structures that maintain the current trend, it is necessary to update daily. 

The strength of each region to build a buy or sell position is represented: 
- BOS zone = Extremely strong zone, responsible for maintaining the current direction 
- Zone with internal color = Excellent zone 
- Zone in gray = Weak zone, we need to be careful 
*Attention to areas already witnessed 

Trades in favor of the current direction are the most likely. 

ATTENTION: THIS IS NOT A BUY AND SELL RECOMMENDATION nan",
,2023-06-18 16:57:54,GBPUSD,2,GabrielLoboBR,169,/u/GabrielLoboBR/,,GBPUSD - SWING WEEK,"Português/ Inglês 

Essa á uma analise preditiva, ou seja é o ato de predizer, de dizer por antecipação, com antecedência. São zonas onde há uma probabilidade de compra / venda para a semana mas ao chegar nessas zonas é necessário obter confirmação para entrada, não entramos apenas no toque. 

Com o desenvolvimento do preço durante a semana e sua volatilidade é possível que apareça novas estruturas, surgindo novas zonas e até mesmo quebrando estruturas que mantém a tendência atual, é necessário atualização diária. 

A força de cada região para montar a posição de compra ou venda está representada: 
- Zona BOS = Zona extremamente forte, responsável por manter a direção atual 
- Zona com cor preenchida = Excelente zona 
- Zona em cinza = Zona fraca, precisamos ter atenção 
*Atenção para zonas já testadas 

Operações a favor da direção atual são as de maior probabilidade. 


ATENÇÃO: NÃO É RECOMENDAÇÃO DE COMPRA E VENDA 
____________________________________________________________ 

This is a predictive analysis, that is, it is the act of predicting, of saying in advance, with anticipation. These are zones where there is a probability of buying / selling for a week, but when arriving in these zones it is necessary to obtain confirmation for entry, we do not enter just by tapping. 

With the development of the price during the week and its volatility, it is possible that aspiring new structures, emerging new zones and even breaking structures that maintain the current trend, it is necessary to update daily. 

The strength of each region to build a buy or sell position is represented: 
- BOS zone = Extremely strong zone, responsible for maintaining the current direction 
- Zone with internal color = Excellent zone 
- Zone in gray = Weak zone, we need to be careful 
*Attention to areas already witnessed 

Trades in favor of the current direction are the most likely. 

ATTENTION: THIS IS NOT A BUY AND SELL RECOMMENDATION nan",
,2023-06-18 16:09:03,CL1!,5,leofelipesenger,316,/u/leofelipesenger/,,BCOM sinalizou! Ouro e Oil 🚀?| Comentário Técnico Semanal 18/06,"Todo final de semana observo o fechamento de alguns ativos: Nasdaq, S&P , US10y , DX , IBOV, USDBRL e Commodities, para verificar que fato técnicos ocorreram e também para saber o que preciso observar na próxima semana. 

Não é recomendação de investimento. 

Grande Abraço 

Leo nan",
,2023-06-18 16:08:53,WDO1!,4,richerdmatias,322,/u/richerdmatias/,Viés de baixa,Dólar Bovespa - Semanal - 18/06,"Dólar Bovespa, se encontra dentro de um canal de de baixa. Após o rompimento do suporte em 4902.5, preço pode continuar dentro no movimento.  nan",-1.0
,2023-06-18 16:08:28,WIN1!,5,richerdmatias,322,/u/richerdmatias/,Viés de alta,Índice Bovespa - Semanal - 18/06,"Índice Bovespa, segue dentro de um canal, onde o preço se encontra próximo de uma resistência em 122.825, ode pode ocorrer uma possível correção.    nan",1.0
,2023-06-18 16:07:57,US500,4,richerdmatias,322,/u/richerdmatias/,Viés de alta,S&P 500 - Semanal - 18/06,"S&P 500, segue na movimentação de alta após o rompimento da resistência em 4326.9 nan",1.0
,2023-06-18 16:07:35,XAUUSD,10,richerdmatias,322,/u/richerdmatias/,,XAU/USD - GOLD- Semanal - 18/06,"XAU/USD, se encontra dentro de uma lateralização, entre a resistência em 1985.390 e o suporte em 1932.110.  nan",
,2023-06-18 16:07:16,USDCAD,4,richerdmatias,322,/u/richerdmatias/,Viés de baixa,USD/CAD - Semanal - 18/06,"USD/CAD, segue dentro de um canal de baixa, onde se encontra na parte baixa do canal, podendo ocorrer correção ao rompimento da resistência em 1.32245.  nan",-1.0
,2023-06-18 16:06:52,USDJPY,6,richerdmatias,322,/u/richerdmatias/,Viés de alta,USD/JPY - Semanal - 18/06,"USD/JPY, realizando o movimento de pullback na resistência rompida em 140.456. Possível correção em 38.2% de Fibonacci.  nan",1.0
,2023-06-18 16:06:24,AUDUSD,5,richerdmatias,322,/u/richerdmatias/,Viés de alta,AUD/USD - Semanal - 18/06,"AUD/USD, se encontra dentro da canal de alta. Com o rompimento da resistência em 0.68182. nan",1.0
,2023-06-18 16:06:03,GBPUSD,5,richerdmatias,322,/u/richerdmatias/,Viés de alta,GBP/USD - Semanal - 18/06,"GBP/USD, segue em movimento de alta após o rompimento da resistência em 1.26800. Chegando em 127.2% de Fibonacci, pode ocorrer uma possível correção.  nan",1.0
,2023-06-18 16:05:42,EURUSD,7,richerdmatias,322,/u/richerdmatias/,,EUR/USD - Semanal - 18/06,"EUR/USD, segue em movimentação de alta realizando a correção do movimento de baixa anterior. Podendo ir realizando teste na resistência por volta de 1.10940. nan",
,2023-06-18 15:48:42,XRPUSDT,4,taykehrle,231,/u/taykehrle/,Viés de baixa,XRP,"O primeiro impulso bullish iniciado pelas notícias e rumores do envolvimento da Ripple em grandes estruturas empresariais e governamentais para a reestruturação do novo Sistema Financeiro Mundial, do ponto de vista técnico gerou um certo aumento nos preços, porém não foi capaz de romper e continuar com a estrutura de alta do semanal. 
Os preços iniciaram o bearish cicle, e por isso acredito que ainda haverá manipulação dos preços da XRP pelo Institucional, jogando os preços pra baixo até o $0,25 aproximadamente, para só depois iniciar o verdadeiro movimento bullish. 
 nan",-1.0
,2023-06-18 15:46:55,YDUQ3,5,PCTEDESCO,4865,/u/PCTEDESCO/,,COGNA X YDUQS - Evolução de preço CYTD e fundamentos principais,"ATIVOS: YDUQ3, COGN3 
GRÁFICO: linha com sobreposição CYTD 
FUNDAMENTOS: P/L, P/VP, ROE e dividend yeld 

Olá amigo trader ! Olá amigo investidor ! 

Segue comparativo entre duas empresas do setor educacional, as duas voaram neste ano de 2023 até o momento. 

YDUQS teve evolução de mais de 90% e COGNA com mais de 57% ! 

No entanto podemos notar que os fundamentos não são tão bons, digo no setor educacional como um todo, a não ser o P/L que é bem baixo no setor. No entanto a lucratividade , retorno sobre investimento e dividend yeld são muito ruins. 

Vejam a análise em vídeo. 
 nan",
,2023-06-18 14:12:35,EURUSD,2,GabrielLoboBR,169,/u/GabrielLoboBR/,,EURUSD - SWING WEEK,"Português/ Inglês 

Essa á uma analise preditiva, ou seja é o ato de predizer, de dizer por antecipação, com antecedência. São zonas onde há uma probabilidade de compra / venda para a semana mas ao chegar nessas zonas é necessário obter confirmação para entrada, não entramos apenas no toque. 

Com o desenvolvimento do preço durante a semana e sua volatilidade é possível que apareça novas estruturas, surgindo novas zonas e até mesmo quebrando estruturas que mantém a tendência atual, é necessário atualização diária. 

A força de cada região para montar a posição de compra ou venda está representada: 
- Zona BOS = Zona extremamente forte, responsável por manter a direção atual 
- Zona com cor preenchida = Excelente zona 
- Zona em cinza = Zona fraca, precisamos ter atenção 
*Atenção para zonas já testadas 

Operações a favor da direção atual são as de maior probabilidade.  


ATENÇÃO: NÃO É RECOMENDAÇÃO DE COMPRA E VENDA 
____________________________________________________________ 

This is a predictive analysis, that is, it is the act of predicting, of saying in advance, with anticipation. These are zones where there is a probability of buying / selling for a week, but when arriving in these zones it is necessary to obtain confirmation for entry, we do not enter just by tapping. 

With the development of the price during the week and its volatility, it is possible that aspiring new structures, emerging new zones and even breaking structures that maintain the current trend, it is necessary to update daily. 

The strength of each region to build a buy or sell position is represented: 
- BOS zone = Extremely strong zone, responsible for maintaining the current direction 
- Zone with internal color = Excellent zone 
- Zone in gray = Weak zone, we need to be careful 
*Attention to areas already witnessed 

Trades in favor of the current direction are the most likely. 

ATTENTION: THIS IS NOT A BUY AND SELL RECOMMENDATION nan",
,2023-06-18 10:25:47,BTCUSD,23,MacD_Bollinger,646,/u/MacD_Bollinger/,,34K a vista?,"-Conforme perguntado em análise anterior, vejo que a crypto vem resistindo bravamente as quedas. Pelo gráfico diário tivemos a formação de uma cunha descendente de alta, que a priori, vem sendo respeitada em sua integra. Isso me arremete a um bom sinal. 




 
-Será que os touros estão esperando o momento certo para rompê-la e seguirem fortes rumo aos 34,9K? ""Aparentemente"" é o que os touros estão tentando fazer. 

-Olhando por um viés de médio prazo, temos o gráfico semanal com força predominantemente dos ursos, e temos um pivô de baixa formado e confirmado com forças suficientes para chegar em 20,3K. Porém uma ajuda de peso pode ser notada mais abaixo, a tal média longa (linha branca), e ela poderá servir de importante ponto de suporte na região de 23K. 






-No gráfico diário temos um pivô de alta ativado com os preços fechando acima da região de ""ponto de pivô"" em 26,5K, mas, mediante SETUP, os preços tem forças para atingir somente a região de 28,6K, e se houver bastante força por parte dos touros, podem buscar os 32,1K. Já a faixa de 34,9K vejo com uma possibilidade remota para o momento atual. 






-Façam vossas análises e bons negócios. 
-Seja Consciente, Se Comprar, Use Stop! 
-Veja abaixo outras análises gráficas. nan",
,2023-06-17 23:07:25,BTCUSDT,0,gotchgo,136,/u/gotchgo/,Viés de alta,Bora tentar mais uma compra,"Bem provavel que atinja o alvo tdx ainda hoje, alvos tdx são complexos quando vão contra tendencia, cuidado. nan",1.0
,2023-06-17 20:45:36,AUDUSD,1,Sexta-Feira_13,5,/u/Sexta-Feira_13/,Viés de alta,Aguardando uma compra,Ordem posicionada em M5 após teste em OB de H1 e forte reação na tendência de alta nan,1.0
,2023-06-17 14:31:43,ESU2023,2,clintonsduarte,25,/u/clintonsduarte/,,Sexta-feira 16/06/23,"Rápida recapitulação dos trades executados na sexta-feira. 
 nan",
,2023-06-17 11:22:42,BTCUSD,1,incryptomarket,20,/u/incryptomarket/,Viés de alta,Re-acumulação de Wyckoff,"Bitcoin está novo período de acumulação, voltou a testar os 25K (ligeiramente abaixo) e deverá começar a lateralizar uns meses, está nesse momento num canal descendente pelo que veremos qual vai ser o seu rompimento. DCA! Manter um preço acima dos 25K será um bom sinal. nan",1.0
,2023-06-17 07:24:26,BTCUSD,1,evertonkastor,6,/u/evertonkastor/,Viés de alta,"Onda 1 Helliot, fim da onda E","inicio da onda 1, novo inicio de alta, temos varios condiseres que mostram que o btc esta retomando a alta, macd 12/26/14 no diario mostra uma nova virada, alem de tambem termos o falso rompimento no canal 4, e rompimento da cunha de alta, no curto prazo com informaçoes que tenho pra min sim pode ser uma virada, temos apenas que lembrar que o btc faz oque quer, mas tudo indica nessa retomada de alta, fora que ja fez a correção na 61,8% da fibonacci entao tudo indica em alta.   nan",1.0
,2023-06-17 06:38:38,IBOV,4,PCTEDESCO,4865,/u/PCTEDESCO/,,IBOV dolarizado só perde para a Nasdaq na comparação com EUA,"ATIVOS: IBOV, IBOV:USD, NDX, SPX, DJI 

Olá amigo trader, olá amigo investidor ! 

Podemos notar que o IBOV:USD (IBOV dolarizado) ganha de SP500 e Dow Jones. A base de comparação é o ano corrente. 

Só perde para a Nasdaq ! 

NDX  - 37,88% 
IBOV:USD - 24,19% 
SPX - 14,85% 
DJI - 3,48% nan",
,2023-06-16 23:55:47,ETHUSDT.P,2,ZhongBenCong001,1182,/u/ZhongBenCong001/,,Tendência do Canal Paralelo do Contrato,"A linha de tendência do canal paralelo dos contratos perpétuos de Bitcoin e Ethereum, depois de romper o canal amarelo, o alvo é a linha de tendência verde superior. nan",
,2023-06-16 23:26:11,BTCUSD,2,aleexxssantos94,11,/u/aleexxssantos94/,Viés de baixa,Ainda contínuo com a mesma visão para o Bitcoin,"Já tinha colocado essa minha visão para o BTC, hoje dei uma atualizada nos desenhos para ficar mais visível. Não sou perito em Elliot, mas me atrevo a tentar contar as ondas que pra mim parece tão claras no semanal; mas claro, sei das minha limitações.  

O gráfico esta bem como eu esperava e tinha postado aqui, com apenas um empecilho que esta em algum dos meus post's, onde  alta dessa correção foi mais agressiva do que eu esperava no patamar de 23 ou 24 se não me engano, onde eu esperava um pullback na retração de 61,8 mas fora isso tudo normal.  

Eu também esperava um toque na cabeça do pivot que deu origem a queda, mas tinha em mente também a grande zona de resistência e que poderia não chegar lá, não estou afirmando que ainda não vá! porém a média de 20 no dia de hoje enquanto escrevo está querendo ficar flat. E para o curto prazo no diario vejo alvo para o BTC há 23457.  

No semanal essa queda me aparenta uma bandeira mas o volume não caiu tanto na formação, mas há um mastro visível, porém pela falta da diminuição do volume eu não vou caracterizar como tal. 

Se eu marquei o pivot certo dessa alta, depois da formação da cunha do semanal, a primeira perna de alta com projeção para cima, o primeiro alvo de 61,8 da exatamente na cabeça do pivot de baixa do semanal. ( como diz o André Machado (OGRO) Coincidência é passar meleca embaixo da mesa e encontrar outra!)  

Logo trago estudos no diário, a falta de tempo não me deixa atualizar frequentemente.  nan",-1.0
,2023-06-16 22:39:18,USDJPY,0,gotchgo,136,/u/gotchgo/,Viés de baixa,Usd jpy possivel falso rompimento,Usd jpy está em alta clara mas pode aver um falso rompimento com um aproveitamento de baixo risco na venda nan,-1.0
,2023-06-16 22:22:41,GBPUSD,0,gotchgo,136,/u/gotchgo/,Viés de baixa,Venda com dois alvos,"Oportunidade em topo de canal com risco recompensa muito baixo, desejo sorte a todos nan",-1.0
,2023-06-16 20:39:43,EURUSD,0,gotchgo,136,/u/gotchgo/,Viés de alta,Uma boa oportunidade com baixo risco,"Penso que o eurusd está em um canal de alta, o stop está em 50% do canal e o alvo no topo. Estrategia baseada em canais com tdx nan",1.0
,2023-06-16 16:38:02,BTCUSDT,2,JackcriptoADA,2,/u/JackcriptoADA/,Viés de alta,BTC ACIMA DO BULL MARKET SUPPORT BAND,"Gráfico semanal do BTC ficando bonito, ainda é sexta, mas estamos pra fazer um fechamento semana com um lindo martelo de alta, deixando esse spike e fechando verde, se até o fechamento semanal no domingo às 21 horas, os preços permanecerem acima da BMSB, poderemos ter novamente alta no BTC. nan",1.0
,2023-06-16 13:51:58,US100,0,Servente,551,/u/Servente/,,US100 5M: Vai Na Linha Verde 6,"Essa ideia mostra a minha opinião sobre o ativo, é um estudo para debate e não deve ser usado como entrada. Só opere quando o seu trade system der o sinal. 
Rompeu a linha branca 1, vai chegar na linha verde 3 e como a volatilidade esteve alta, chegando em todos os segundos alvos de hoje, vai chegar na linha verde 6. 





 nan",
,2023-06-16 13:43:53,BTCUSDT.P,7,mazolaa_,239,/u/mazolaa_/,Viés de alta,Bitcoin em diagrama de Acumulação de Wyckoff no 2h ,"Ativo nitidamente nos ultimos 30 dias esta acumulando em um range.  
Onde inciamos agora fase D, conhecida por Up trend, tendencia dentro e fora do range, alinhando perfeitamente com estudo de Elliott apresentado ontem.  nan",1.0
Atualizado ,2023-06-16 10:54:47,US100,0,Servente,551,/u/Servente/,,US100 5M: Retração Com A Sequência de Fibonacci,"


                            Trade closed: target reached:                        

                            KKK... Não demorou nada para ir nos dois alvos, primeiro chegou no alvo da retração e rompeu a projeção, depois chegou no alvo da projeção. 
OBS: Neste gráfico não tem atraso de 15 minutos... kkk... 










                            Comment:                        

                            Logo em seguida, isso... kkk... 










                            Comment:                        

                            Talvez, somente talvez, vá até a linha verde 6. 










                            Comment:                        

                            Somente TALVEZ fosse na linha verde 3, porquê não houve a falha da projeção de baixa, ou seja, se não tivesse chegado no alvo da linha vermelha -4, teria mais chance de, nessa alta, ter chegado na linha verde 6. 










                            Comment:                        

                            Mas do topo, do candle projetado anteriormente, para cima subiu 100%. 










                            Comment:                        

                            Esta nova queda está encaixada na retração de Fibonacci. 







 

                        Essa ideia mostra a minha opinião sobre o ativo, é um estudo para debate e não deve ser usado como entrada. Só opere quando o seu trade system der o sinal. 
Rompeu a linha branca de 30% e poderá chegar na linha vermelha de 60%. 
Para ajudar, ainda pode romper a projeção da sequência de Fibonacci o que dará um alvo mais longo. 






",
,2023-06-16 10:22:58,WDO1!,3,Botinhao,302,/u/Botinhao/,Viés de baixa,Reversöes de tendência no daytrade para Índice e Dólar,"Olá, Pessoal 
Parece que Índice perdeu força para daytrade e o dólar fazendo o oposto. 
Vamos dar uma olhada nos movimentos na abertura desta sexta? 

Espero que o vídeo ajude nos seus estudos. 

Bons trades nan",-1.0
,2023-06-16 07:15:14,PETR4,2,Andre_Cardoso,8837,/u/Andre_Cardoso/,Viés de baixa,(daily) Território perigoso para $PETR4  bearish alt-bat pattern,"


PETR4



Petrobras, não indiferente ao movimento geral das ações americanas, conseguiu atingir novas máximas históricas em 30,85. Apesar da força recente demonstrada, não devemos ignorar a possibilidade de uma retração a partir desta zona de preço, especialmente após a formação de um padrão de baixa alt-batem 29,78. O padrão sugere uma retração de 0,382%, o que poderia levar a stockde volta a 25,75. nan",-1.0
,2023-06-16 05:04:42,BTCUSDT,0,felipereistrader,3,/u/felipereistrader/,,BITCOIN 4H,"Preço parou em uma Fair Value gap ~ demanda do diario pode sentir uma reação por parte da compra ~ fluxo alinhado para baixo! Porém, preço se afunilando mostrando menos interesse por parte da venda!  nan",
,2023-06-16 00:37:18,BTCUSDT.P,2,hchaylan,0,/u/hchaylan/,Viés de baixa,Próximas  semana podemos ver para a onde mercado vai ,"Pelo visto temos uma zona de venda muito forte no semanal , ropeu ema 8 e se romper a de 21 e continuar a baixo dela , minha opinião que possivelmente podemos ir para 50% da fibbo novamente!  nan",-1.0
,2023-06-16 00:11:52,C,1,zerooitosete,3,/u/zerooitosete/,,Citi ,"ou sobe ou desce !  

Volume confirmando desova do papel  

Nao sou mae dinah kkk nao sei oq o mercado vai fazer. Sei oq faço  !  nan",
Atualizado ,2023-06-15 23:05:39,ADA.D,1,FabioZam,140,/u/FabioZam/,,ADA 22/05 • Ciclos do Mercado e a Geometria ,"


                            Trade closed: target reached:                        

                            Na mosca!

                        

 

                        CICLOS DO MERCADO 

A análise técnica e a análise fundamentalista são duas formas diferentes de perceber e analisar os ciclos do mercado financeiro, cada uma com suas próprias características e implicações. Embora possam parecer abordagens opostas, a verdade é que as duas abordagens podem ser complementares e utilizadas em conjunto para tomadas de decisão mais informadas e assertivas. 

Por exemplo, a análise fundamentalista pode ser utilizada para avaliar a saúde financeira de uma empresa, identificando seus pontos fortes e fracos, e determinando seu valor intrínseco. Com base nessa avaliação, um investidor pode decidir comprar ou vender ações da empresa. A análise técnica, por sua vez, pode ser utilizada para identificar níveis de suporte e resistência com base em padrões gráficos e retracements de Fibonacci. Esses níveis podem ajudar a definir pontos de entrada ou saída de uma posição com base na análise fundamentalista. 

Além disso, a proporção áurea e a geometria podem ser utilizadas em conjunto com a análise técnica para identificar padrões gráficos e níveis de suporte e resistência com maior precisão. Por exemplo, a proporção áurea pode ser utilizada para traçar retracements de Fibonacci com maior precisão, permitindo que o investidor identifique níveis de suporte e resistência com maior confiança. A geometria, por sua vez, pode ser utilizada para identificar padrões gráficos com maior clareza, ajudando o investidor a tomar decisões mais informadas sobre quando comprar ou vender uma posição. 

Em suma, a análise técnica e a análise fundamentalista podem ser vistas como duas faces da mesma moeda, cada uma contribuindo para uma compreensão mais completa dos ciclos do mercado financeiro. A utilização da proporção áurea e da geometria pode adicionar ainda mais precisão e clareza a essas análises, permitindo que os investidores tomem decisões mais informadas e assertivas sobre seus investimentos.
                    
",
,2023-06-15 22:05:43,XAUUSD,10,meessen2312,66,/u/meessen2312/,Viés de baixa,possibilidade de venda ,mercado com possibilidade de queda por conta da estrutura e criação de novo order block nan,-1.0
Atualizado ,2023-06-15 20:50:27,BTCUSD,1,t-ron,40,/u/t-ron/,Viés de alta,"BTC, indicação bullish, 2023 >>>","


                            Trade active:                        

                            BTC 91k 2023

                        




                            Trade active:                        

                            Iniciando novo impulso hoje 15/06/2023,  aguente, estamos quase lá  : )

                        

 

                        2023 esta indicando que será um ano de recuperação para o Bitcoin, semelhante a 2019. 

A agenda da elite ocultista demonstra que 2023 os mercados mundiais vão continuar a sua alta a patamares jamais vistos, isto pois uma agenda sem sustentação economia é uma agenda falha, eles tem todo capital do mundo, mas não podem simplesmente toma-lo, tem que ser financiado, e para isso a economia tem que esta em alta. 

Conflitos mundiais só a partir de 2035 no máximo 2040, essas escaladas sempre ocorreram, a questão da ucrânia vai se resolvida ainda em 2023, nada vai ocorrer em taiwan, pelo menos até 2030. 

Bitcoin 330k US$ 2024/2025, 
                    
",1.0
,2023-06-15 20:36:28,VALE3,2,EvandroHenrique94,8,/u/EvandroHenrique94/,Viés de alta,10% fácil em Vale,"China abaixou as taxas de juros para aquecer o setor imobiliário, mais construções mais vigas de ferro. nan",1.0
,2023-06-15 20:33:53,EURGBP,1,dlseusucesso,1,/u/dlseusucesso/,,EURGBP ANALISE,"Analise feita no Par EURGBP, utilizando os principios de SMC, levemente adptados para o Price Action, espero que gostem !  nan",
,2023-06-15 15:34:27,BTCUSDT,7,mazolaa_,239,/u/mazolaa_/,Viés de alta,Bitcoin 4h ,"Ativo no 4h  

Estamos trabalhando uma onda A em 5 ondas em Leading diagonal de (53535)  
Trabalhamos uma Riscada no padrão o que poderia iniciar um movimento de ALTA a favor da onda B.  nan",1.0
,2023-06-15 14:11:26,WEGE3,3,venanciotavares930,0,/u/venanciotavares930/,,Sera mesmo WEGE3?,"O indicador the echo forecast tracou uma possivel tendencia de baixa em Wege3. Dificil analisar porem é o que parece. Alguem tem algo mais tecnico pra me indicar? 
 nan",
,2023-06-15 13:52:01,WEGE3F,3,massacote84,5,/u/massacote84/,Viés de baixa,Aquela empresa que todo mundo quer compra ,"mercado acumulando no topo muito estranho isso  só tem 2 opções ou estão comprando ou esta vendendo, no meu ponto de vista estão vendendo isso é bom para compramos barato. 
deixei mais 2 regiões onde o preço esta relativamente esta caro  para possíveis vendas no meu ponto de vista, vamos ver se ele se confirma, agora que ele rompeu o fundo ficou mais bonito para se posicionar nas vendas, repare que o preço foi subindo bem de vagar isso indica que o homem composto esta fora da jogada isso é cara de PF comprando . nan",-1.0
,2023-06-15 13:41:04,CMIN3,2,massacote84,5,/u/massacote84/,,vamos fica de olhos em CSN  ...,"aparentemente o tempo nao esta bem para CSN, preco veio de uma alta bonita mas chegou em um ponto que criou liquidez, na hora de romper o preco voltou  agora esta acumulando.... isso nao cheira bem  
bem o grafico no semanal continua de baixa, entao seguimos vendendo, nesse caso eu esperaria o rompimento de fundo depois o preco voltar estopar o topo anterior para depois sim cair, entao vai demorar para acontecer, enquanto isso ficaremos de olho  nan",
Atualizado ,2023-06-15 13:34:36,BTCUSDT,25,MarceloTorres,3160,/u/MarceloTorres/,,ABERTURA DIÁRIA: mercados em momentos finais? BTC pode subir!,"


                            Comment:                        

                            Análise saiu só agora porque esqueci de enviar.... perdão!

                        

 

                        Fala Trader! Segue a minha opinião em mais um gráfico atualizado para hoje. Não esqueça de deixar o seu LIKE nessa análise se achá-la útil. 

Só aqui você tem mais detalhes, com análises completas e  exclusivas.  

",
